N,t,one_qubit,factor_found,n_qubits,depth,n_attempts,simulation_time,total_time,noise
451,10,True,11,21,7281,5,382.2441987991333,1909.5474536418915,False
451,10,True,11,21,7281,1,381.3070192337036,381.30703806877136,False
451,10,True,41,21,7281,1,379.16323351860046,379.1632523536682,False
451,10,True,11,21,7281,4,383.44985914230347,1532.1299278736115,False
451,10,True,11,0.0,0.0,2,0.0,383.54854369163513,False
453,10,True,3,21,7281,1,384.19800209999084,384.19801354408264,False
453,10,True,3,0.0,0.0,2,0.0,381.8698511123657,False
453,10,True,3,21,7281,1,382.37119364738464,382.37120628356934,False
453,10,True,3,21,7281,3,381.61493587493896,1145.2218539714813,False
453,10,True,3,21,7281,1,382.7484519481659,382.74847626686096,False
453,10,True,3,0.0,0.0,1,0.0,1.9550323486328125e-05,False
453,10,True,3,21,7281,1,385.0212438106537,385.0212519168854,False
453,10,True,3,21,7281,1,384.8790316581726,384.8790543079376,False
453,10,True,3,0.0,0.0,1,0.0,2.2411346435546875e-05,False
453,10,True,3,21,7281,1,383.5788264274597,383.57883620262146,False
469,10,True,7,0.0,0.0,1,0.0,2.0265579223632812e-05,False
469,10,True,7,0.0,0.0,1,0.0,7.62939453125e-06,False
469,10,True,7,0.0,0.0,5,0.0,1612.8230001926422,False
469,10,True,7,0.0,0.0,1,0.0,1.0251998901367188e-05,False
469,10,True,7,21,7281,3,395.8604769706726,1195.093398809433,False
469,10,True,7,21,7281,1,405.68601655960083,405.6860406398773,False
469,10,True,7,21,7281,4,482.16021251678467,1761.5020542144775,False
469,10,True,67,0.0,0.0,2,0.0,434.88545656204224,False
469,10,True,7,0.0,0.0,1,0.0,1.2159347534179688e-05,False
469,10,True,7,21,7281,8,406.67021465301514,3214.8173010349274,False
471,10,True,3,21,7281,1,466.4955620765686,466.49558186531067,False
471,10,True,3,21,7281,1,383.84513330459595,383.84515357017517,False
471,10,True,3,21,7281,1,384.3844780921936,384.3844964504242,False
471,10,True,3,0.0,0.0,1,0.0,2.0265579223632812e-05,False
471,10,True,3,21,7281,1,390.97409653663635,390.9741048812866,False
471,10,True,3,21,7281,3,378.32088017463684,1159.750769853592,False
471,10,True,3,21,7281,1,381.9913098812103,381.9913296699524,False
471,10,True,157,0.0,0.0,1,0.0,1.9788742065429688e-05,False
471,10,True,3,0.0,0.0,2,0.0,384.6625888347626,False
471,10,True,3,0.0,0.0,1,0.0,9.775161743164062e-06,False
473,10,True,11,0.0,0.0,3,0.0,179.87040853500366,False
473,10,True,43,21,7281,1,84.34914016723633,84.34915041923523,False
473,10,True,43,0.0,0.0,4,0.0,254.45259952545166,False
473,10,True,43,0.0,0.0,5,0.0,454.30624079704285,False
473,10,True,43,21,7281,3,117.43914914131165,352.4073235988617,False
473,10,True,11,0.0,0.0,18,0.0,2084.144037246704,False
473,10,True,11,21,7281,8,126.46338295936584,999.188113451004,False
473,10,True,43,0.0,0.0,1,0.0,1.9311904907226562e-05,False
473,10,True,11,0.0,0.0,5,0.0,498.55309796333313,False
473,10,True,11,21,7281,6,138.14121055603027,806.8059756755829,False
481,10,True,37,21,7281,2,130.31203198432922,255.31217312812805,False
481,10,True,13,21,7281,2,129.66207075119019,259.0199809074402,False
481,10,True,37,0.0,0.0,4,0.0,387.9638617038727,False
481,10,True,13,21,7281,7,139.83271551132202,967.7654631137848,False
481,10,True,13,21,7281,3,133.81842374801636,425.85061383247375,False
481,10,True,13,21,7281,5,132.0775227546692,661.7695038318634,False
481,10,True,13,0.0,0.0,10,0.0,777.7434666156769,False
481,10,True,37,21,7281,4,80.60226202011108,333.6006705760956,False
481,10,True,13,0.0,0.0,3,0.0,166.2607786655426,False
481,10,True,13,21,7281,2,83.54338121414185,167.87234807014465,False
485,10,True,5,21,7281,6,83.97207832336426,504.3307275772095,False
485,10,True,5,0.0,0.0,1,0.0,2.002716064453125e-05,False
485,10,True,5,21,7281,2,83.5384669303894,166.9275553226471,False
485,10,True,5,0.0,0.0,5,0.0,336.83568024635315,False
485,10,True,5,21,7281,1,84.70424199104309,84.70425319671631,False
485,10,True,5,21,7281,7,125.87947916984558,780.7482578754425,False
485,10,True,5,21,7281,1,118.30184245109558,118.30187225341797,False
485,10,True,5,21,7281,1,121.08043599128723,121.08045744895935,False
485,10,True,5,21,7281,4,114.93633580207825,479.760537147522,False
485,10,True,5,21,7281,3,129.48138666152954,371.3076982498169,False
489,10,True,3,0.0,0.0,1,0.0,1.9311904907226562e-05,False
489,10,True,3,21,7281,1,122.80606031417847,122.80606985092163,False
489,10,True,3,21,7281,1,125.28740191459656,125.28742218017578,False
489,10,True,3,0.0,0.0,1,0.0,1.9550323486328125e-05,False
489,10,True,3,0.0,0.0,1,0.0,8.106231689453125e-06,False
489,10,True,3,0.0,0.0,2,0.0,121.70265030860901,False
489,10,True,3,0.0,0.0,2,0.0,124.07812356948853,False
489,10,True,3,0.0,0.0,1,0.0,1.2636184692382812e-05,False
489,10,True,3,21,7281,1,123.34082269668579,123.34083199501038,False
489,10,True,3,0.0,0.0,1,0.0,1.9550323486328125e-05,False
493,10,True,29,21,7281,4,126.60751080513,508.7592248916626,False
493,10,True,17,21,7281,2,127.37756848335266,254.57736921310425,False
493,10,True,17,0.0,0.0,3,0.0,262.4114623069763,False
493,10,True,17,0.0,0.0,4,0.0,380.1636378765106,False
493,10,True,17,0.0,0.0,8,0.0,889.6439917087555,False
493,10,True,17,0.0,0.0,5,0.0,552.074640750885,False
493,10,True,29,21,7281,1,130.52146196365356,130.5214741230011,False
493,10,True,29,21,7281,4,139.15698981285095,553.8122379779816,False
493,10,True,29,0.0,0.0,8,0.0,930.933123588562,False
493,10,True,29,21,7281,4,145.01988077163696,542.427088022232,False
497,10,True,7,0.0,0.0,2,0.0,143.1148326396942,False
497,10,True,7,0.0,0.0,7,0.0,802.5943942070007,False
497,10,True,7,0.0,0.0,3,0.0,266.766934633255,False
497,10,True,7,0.0,0.0,1,0.0,1.0013580322265625e-05,False
497,10,True,7,0.0,0.0,1,0.0,7.3909759521484375e-06,False
497,10,True,7,0.0,0.0,2,0.0,137.20697927474976,False
497,10,True,7,21,7281,1,140.31933736801147,140.31934762001038,False
497,10,True,7,21,7281,1,127.06770443916321,127.06772708892822,False
497,10,True,7,21,7281,1,138.29057598114014,138.2906002998352,False
497,10,True,7,0.0,0.0,3,0.0,278.7456839084625,False
501,10,True,3,0.0,0.0,1,0.0,9.5367431640625e-06,False
501,10,True,3,21,7281,1,138.69818496704102,138.69819283485413,False
501,10,True,3,21,7281,1,131.7201430797577,131.72016263008118,False
501,10,True,3,21,7281,1,149.52302026748657,149.52304005622864,False
501,10,True,3,21,7281,1,150.930410861969,150.9304325580597,False
501,10,True,3,21,7281,1,156.70084404945374,156.70088410377502,False
501,10,True,3,21,7281,1,152.08487844467163,152.08490109443665,False
501,10,True,3,21,7281,1,148.15436792373657,148.15438961982727,False
501,10,True,3,21,7281,1,156.46112823486328,156.4611485004425,False
501,10,True,3,21,7281,1,151.54080152511597,151.54082322120667,False
505,10,True,5,21,7281,1,148.97243309020996,148.97245383262634,False
505,10,True,5,21,7281,3,143.03311276435852,421.59630131721497,False
505,10,True,5,0.0,0.0,3,0.0,290.8809723854065,False
505,10,True,5,0.0,0.0,1,0.0,9.298324584960938e-06,False
505,10,True,5,21,7281,5,145.83657312393188,745.9914789199829,False
505,10,True,5,0.0,0.0,1,0.0,2.193450927734375e-05,False
505,10,True,5,0.0,0.0,1,0.0,9.775161743164062e-06,False
505,10,True,5,0.0,0.0,2,0.0,151.98971724510193,False
505,10,True,5,21,7281,1,155.28969073295593,155.28970336914062,False
505,10,True,5,0.0,0.0,10,0.0,1398.1417083740234,False
511,10,True,7,21,7281,1,163.39824628829956,163.3982560634613,False
511,10,True,7,0.0,0.0,2,0.0,152.32721185684204,False
511,10,True,7,21,7281,2,140.99959659576416,292.0362193584442,False
511,10,True,7,21,7281,2,152.6868166923523,304.97603607177734,False
511,10,True,7,21,7281,7,155.71468424797058,1066.1219775676727,False
511,10,True,7,21,7281,3,155.03211855888367,466.2618043422699,False
511,10,True,7,21,7281,9,160.98855233192444,1441.2170979976654,False
511,10,True,7,0.0,0.0,1,0.0,2.1696090698242188e-05,False
511,10,True,7,0.0,0.0,1,0.0,9.059906005859375e-06,False
511,10,True,7,0.0,0.0,5,0.0,641.0508940219879,False
515,10,True,5,0.0,0.0,3,0.0,1320.572791337967,False
515,10,True,5,0.0,0.0,2,0.0,678.3443710803986,False
515,10,True,5,0.0,0.0,2,0.0,672.0417203903198,False
515,10,True,5,23,8681,8,707.5381515026093,5560.688400506973,False
515,10,True,5,23,8681,1,698.3169276714325,698.3169484138489,False
515,10,True,5,0.0,0.0,1,0.0,2.09808349609375e-05,False
515,10,True,103,0.0,0.0,3,0.0,1447.3674850463867,False
515,10,True,5,0.0,0.0,3,0.0,1471.2833783626556,False
515,10,True,103,23,8681,1,712.7024166584015,712.7024297714233,False
515,10,True,5,0.0,0.0,2,0.0,727.0962388515472,False
517,10,True,11,23,8681,4,407.75947070121765,1824.07985329628,False
517,10,True,11,0.0,0.0,1,0.0,2.0503997802734375e-05,False
517,10,True,47,23,8681,8,405.5692822933197,3251.0863168239594,False
517,10,True,11,0.0,0.0,5,0.0,1626.026089668274,False
517,10,True,11,0.0,0.0,3,0.0,810.337709903717,False
517,10,True,11,23,8681,10,405.7329683303833,4067.2310791015625,False
517,10,True,11,0.0,0.0,2,0.0,403.52968859672546,False
517,10,True,11,23,8681,8,403.30495977401733,3250.2696063518524,False
517,10,True,11,23,8681,2,407.13740253448486,814.7583961486816,False
517,10,True,11,0.0,0.0,9,0.0,3250.9912219047546,False
519,10,True,3,23,8681,1,409.33548188209534,409.33549404144287,False
519,10,True,3,23,8681,1,408.1021010875702,408.1021258831024,False
519,10,True,3,23,8681,1,407.68026518821716,407.6802854537964,False
519,10,True,3,23,8681,3,408.2701539993286,1226.257996082306,False
519,10,True,3,23,8681,1,409.22422885894775,409.2242524623871,False
519,10,True,3,0.0,0.0,1,0.0,2.1219253540039062e-05,False
519,10,True,3,23,8681,1,406.3980805873871,406.39808988571167,False
519,10,True,3,0.0,0.0,2,0.0,408.1434237957001,False
519,10,True,3,23,8681,2,408.4269058704376,814.5920495986938,False
519,10,True,3,0.0,0.0,2,0.0,407.32069301605225,False
527,10,True,31,0.0,0.0,5,0.0,1624.5331721305847,False
527,10,True,17,0.0,0.0,6,0.0,2040.9947237968445,False
527,10,True,17,23,8681,10,407.974737405777,4067.6692276000977,False
527,10,True,31,23,8681,1,412.25848841667175,412.2585105895996,False
527,10,True,17,0.0,0.0,4,0.0,1214.793969631195,False
527,10,True,31,0.0,0.0,9,0.0,3266.49324798584,False
527,10,True,31,0.0,0.0,2,0.0,439.3259975910187,False
527,10,True,17,0.0,0.0,4,0.0,1336.4310121536255,False
527,10,True,17,23,8681,1,530.6282920837402,530.6283047199249,False
527,10,True,31,23,8681,3,549.105712890625,1642.6266102790833,False
533,10,True,13,0.0,0.0,1,0.0,2.09808349609375e-05,False
533,10,True,13,23,8681,6,613.2758033275604,3659.153134584427,False
533,10,True,41,23,8681,5,613.8764541149139,3037.014055490494,False
533,10,True,13,23,8681,6,641.2513296604156,3681.0488710403442,False
533,10,True,13,23,8681,2,650.0380272865295,1282.7523503303528,False
533,10,True,13,23,8681,2,669.6147406101227,1313.2855796813965,False
533,10,True,13,23,8681,6,685.4513440132141,4060.6877512931824,False
533,10,True,13,0.0,0.0,5,0.0,2733.3635301589966,False
533,10,True,13,23,8681,18,731.9804861545563,12990.472778320312,False
533,10,True,41,0.0,0.0,3,0.0,1472.4224264621735,False
535,10,True,5,0.0,0.0,1,0.0,1.049041748046875e-05,False
535,10,True,5,0.0,0.0,3,0.0,1492.3881604671478,False
535,10,True,5,0.0,0.0,1,0.0,1.3113021850585938e-05,False
535,10,True,5,23,8681,1,761.5142197608948,761.5142304897308,False
535,10,True,5,23,8681,1,741.563319683075,741.5633451938629,False
535,10,True,5,23,8681,1,761.870671749115,761.8706941604614,False
535,10,True,107,0.0,0.0,2,0.0,802.6021609306335,False
535,10,True,5,23,8681,5,760.6032347679138,3865.6772844791412,False
535,10,True,5,23,8681,4,797.9294199943542,3177.1796333789825,False
535,10,True,5,0.0,0.0,2,0.0,794.731164932251,False
537,10,True,3,0.0,0.0,1,0.0,1.2636184692382812e-05,False
537,10,True,3,23,8681,1,809.8110911846161,809.8111016750336,False
537,10,True,3,23,8681,5,815.0584881305695,4053.2608625888824,False
537,10,True,3,23,8681,1,799.9729225635529,799.972945690155,False
537,10,True,3,0.0,0.0,1,0.0,2.4318695068359375e-05,False
537,10,True,3,23,8681,1,843.8423235416412,843.8423347473145,False
537,10,True,3,23,8681,3,841.3452019691467,2509.484958410263,False
537,10,True,3,23,8681,2,854.36052942276,1670.1440727710724,False
537,10,True,3,0.0,0.0,1,0.0,2.574920654296875e-05,False
537,10,True,3,0.0,0.0,1,0.0,1.0728836059570312e-05,False
543,10,True,3,23,8681,3,849.2762718200684,2526.961391210556,False
543,10,True,3,23,8681,2,849.0132174491882,1681.5757012367249,False
543,10,True,3,0.0,0.0,2,0.0,840.5869965553284,False
543,10,True,3,23,8681,3,838.9058449268341,2567.6208319664,False
543,10,True,3,0.0,0.0,2,0.0,872.4567284584045,False
543,10,True,3,0.0,0.0,2,0.0,865.650381565094,False
543,10,True,3,0.0,0.0,1,0.0,1.239776611328125e-05,False
543,10,True,3,0.0,0.0,1,0.0,9.298324584960938e-06,False
543,10,True,3,23,8681,1,852.6351051330566,852.6351153850555,False
543,10,True,3,23,8681,1,869.2956790924072,869.295704126358,False
545,10,True,5,23,8681,1,853.2809348106384,853.2809579372406,False
545,10,True,5,23,8681,1,829.0449781417847,829.0449998378754,False
545,10,True,5,23,8681,2,856.3388023376465,1748.022539138794,False
545,10,True,5,0.0,0.0,3,0.0,1774.6103105545044,False
545,10,True,5,0.0,0.0,2,0.0,872.6937046051025,False
545,10,True,5,0.0,0.0,1,0.0,1.0251998901367188e-05,False
545,10,True,5,23,8681,4,921.0874030590057,3571.2188725471497,False
